Date,PrecipTotal,StnPressure,ResultSpeed,ResultDir,VCTS,RA,HZ,BR,FG,DZ,TSRA,TS
2009-05-08,0.02,28.94,4.9,21,0,1,0,0,0,0,1,0
2009-05-09,0.005,29.19,6.8,29,0,0,0,0,0,0,0,0
2009-05-10,0.0,29.41,4.7,30,0,0,0,0,0,0,0,0
2009-05-11,0.0,29.47,0.7,8,0,0,0,0,0,0,0,0
2009-05-12,0.0,29.38,9.5,16,0,0,0,0,0,0,0,0
2009-05-13,0.55,29.01,14.4,19,0,1,0,1,0,0,1,0
2009-05-14,0.0,29.31,10.5,27,0,0,0,0,0,0,0,0
2009-05-15,0.39,29.28,6.0,16,0,1,0,1,0,0,0,0
2009-05-16,0.0,29.36,11.0,29,0,0,0,1,0,0,0,0
2009-05-17,0.0,29.6,0.2,33,0,0,0,0,0,0,0,0
2009-05-18,0.005,29.54,9.6,19,0,0,0,0,0,0,0,0
2009-05-19,0.0,29.48,13.5,21,0,0,0,0,0,0,0,0
2009-05-20,0.0,29.4,14.4,20,0,0,0,0,0,0,0,0
2009-05-21,0.0,29.38,7.8,23,0,0,0,0,0,0,0,0
2009-05-22,0.0,29.46,10.4,4,0,0,0,0,0,0,0,0
2009-05-23,0.0,29.33,4.5,7,0,0,0,0,0,0,0,0
2009-05-24,0.0,29.34,10.4,4,0,0,0,0,0,0,0,0
2009-05-25,0.04,29.28,10.3,6,0,1,0,0,0,1,0,0
2009-05-26,1.73,29.08,7.5,5,0,1,0,1,0,0,1,0
2009-05-27,0.02,28.95,3.6,24,0,0,1,1,0,1,0,0
2009-05-28,0.0,29.06,6.8,30,0,0,0,0,0,0,0,0
2009-05-29,0.005,29.17,2.7,32,0,0,0,0,0,0,0,0
2009-05-30,0.005,29.09,2.9,27,0,1,0,0,0,0,0,0
2009-05-31,0.0,29.21,2.7,10,0,0,0,0,0,0,0,0
2009-06-01,0.44,29.19,1.2,34,0,1,0,0,0,0,1,0
2009-06-02,0.12,29.36,7.4,3,0,1,0,1,0,0,0,0
2009-06-03,0.0,29.42,10.5,4,0,0,0,0,0,0,0,0
2009-06-04,0.0,29.31,4.7,4,0,0,0,0,0,0,0,0
2009-06-05,0.0,29.18,5.8,26,0,0,0,0,0,0,0,0
2009-06-06,0.02,29.2,6.2,5,0,0,0,0,0,0,0,0
2009-06-07,0.04,29.14,2.7,8,0,0,0,1,0,0,0,0
2009-06-08,0.45,29.06,5.9,24,0,1,0,1,0,0,1,0
2009-06-09,0.005,29.23,4.0,6,0,0,0,1,0,1,0,0
2009-06-10,0.01,29.15,8.0,5,0,1,0,0,0,0,0,0
2009-06-11,0.01,29.11,10.2,3,0,1,1,0,0,0,0,0
2009-06-12,0.005,29.24,4.4,7,0,1,0,0,0,0,0,0
2009-06-13,0.33,29.28,5.9,5,0,1,0,1,0,0,0,0
2009-06-14,0.0,29.29,4.5,4,0,0,0,0,0,0,0,0
2009-06-15,0.0,29.28,5.5,9,0,0,0,0,0,0,0,0
2009-06-16,1.23,29.15,11.2,10,0,1,0,1,0,0,0,0
2009-06-17,0.0,29.16,3.0,36,0,0,1,1,0,0,0,0
2009-06-18,0.12,29.08,6.7,16,0,1,0,1,0,0,0,0
2009-06-19,3.97,28.97,7.2,18,0,0,0,1,0,0,1,1
2009-06-20,0.0,29.08,8.3,29,0,0,0,0,0,0,0,0
2009-06-21,0.01,29.12,2.8,7,0,0,0,0,0,0,0,0
2009-06-22,0.09,29.09,4.0,11,0,1,0,0,0,0,1,0
2009-06-23,0.0,29.16,1.8,14,0,0,0,0,0,0,0,0
2009-06-24,0.04,29.16,1.9,22,0,0,0,0,0,0,1,0
2009-06-25,0.005,29.08,2.4,32,0,0,0,0,0,0,0,0
2009-06-26,0.0,29.5,6.4,4,0,0,0,0,0,0,0,0
2009-06-27,0.3,29.1,5.1,21,0,1,0,0,0,0,0,1
2009-06-28,0.0,29.0,13.2,29,0,0,0,0,0,0,0,0
2009-06-29,0.0,28.89,12.2,30,0,0,0,0,0,0,0,0
2009-06-30,0.0,28.95,8.9,30,0,0,0,0,0,0,0,0
2009-07-01,0.005,29.07,8.2,32,0,1,0,0,0,1,0,0
2009-07-02,0.0,29.26,8.4,31,0,0,0,0,0,0,0,0
2009-07-03,0.0,29.36,1.2,34,0,0,0,0,0,0,0,0
2009-07-04,0.2,29.26,1.8,13,0,1,0,1,0,0,0,0
2009-07-05,0.05,29.2,0.7,34,0,1,1,1,0,0,0,0
2009-07-06,0.0,29.14,7.5,31,0,0,0,0,0,0,0,0
2009-07-07,0.005,29.18,5.9,7,0,1,0,0,0,0,0,0
2009-07-08,0.06,29.28,6.8,6,0,1,0,0,0,0,0,0
2009-07-09,0.0,29.35,5.8,11,0,0,0,0,0,0,0,0
2009-07-10,0.08,29.34,4.4,21,0,1,0,1,0,0,0,0
2009-07-11,0.25,29.34,4.8,31,0,0,1,1,0,0,1,0
2009-07-12,0.0,29.35,2.9,29,0,0,0,0,0,0,0,0
2009-07-13,0.0,29.36,4.8,7,0,0,0,0,0,0,0,0
2009-07-14,0.0,29.34,6.7,16,0,0,0,0,0,0,0,0
2009-07-15,0.68,29.18,10.0,24,0,0,0,1,0,0,0,0
2009-07-16,0.005,29.17,9.9,28,0,0,0,0,0,0,0,0
2009-07-17,0.0,29.15,10.6,30,0,0,0,0,0,0,0,0
2009-07-18,0.0,29.31,8.1,31,0,0,0,0,0,0,0,0
2009-07-19,0.0,29.39,1.3,36,0,0,0,0,0,0,0,0
2009-07-20,0.0,29.36,5.1,9,0,0,0,0,0,0,0,0
2009-07-21,0.04,29.28,3.1,13,0,1,0,0,0,1,0,0
2009-07-22,0.005,29.23,3.5,3,0,0,1,1,0,0,0,0
2009-07-23,0.0,29.21,2.6,32,0,0,1,1,0,0,0,1
2009-07-24,0.14,29.08,8.9,23,0,1,0,0,0,0,1,0
2009-07-25,0.0,29.02,10.6,28,0,0,0,0,0,0,0,0
2009-07-26,0.005,29.13,8.0,29,0,1,0,0,0,0,0,0
2009-07-27,0.02,29.13,9.3,23,0,1,0,0,0,0,0,0
2009-07-28,0.01,29.08,6.4,28,0,1,0,0,0,0,0,0
2009-07-29,0.0,29.13,4.2,35,0,0,0,0,0,0,0,0
2009-07-30,0.005,29.15,4.4,23,0,0,0,0,0,0,0,0
2009-07-31,0.0,29.23,6.2,26,0,0,0,0,0,0,0,0
2009-08-01,0.005,29.18,11.6,22,0,1,0,0,0,0,0,0
2009-08-02,0.0,29.2,6.8,25,0,0,0,0,0,0,0,0
2009-08-03,0.07,29.1,12.2,21,0,0,0,0,0,0,0,0
2009-08-04,0.0,29.17,2.5,2,0,0,0,1,0,0,0,0
2009-08-05,0.0,29.34,2.9,6,0,0,0,0,0,0,0,0
2009-08-06,0.0,29.39,1.4,6,0,0,0,0,0,0,0,0
2009-08-07,0.33,29.36,7.3,15,0,1,0,1,0,0,0,0
2009-08-08,0.02,29.2,12.9,21,0,1,0,1,0,0,0,0
2009-08-09,0.18,29.23,11.6,23,0,0,0,0,0,0,0,0
2009-08-10,0.0,29.24,6.9,26,0,0,0,0,0,0,0,0
2009-08-11,0.0,29.3,6.3,2,0,0,0,0,0,0,0,0
2009-08-12,0.0,29.39,3.7,4,0,0,0,0,0,0,0,0
2009-08-13,0.0,29.38,1.5,14,0,0,0,0,0,0,0,0
2009-08-14,0.0,29.38,5.4,21,0,0,0,0,0,0,0,0
2009-08-15,0.0,29.32,8.7,19,0,0,0,0,0,0,0,0
2009-08-16,0.63,29.27,9.5,20,0,0,0,0,0,0,1,0
2009-08-17,0.33,29.28,4.6,22,0,1,0,1,0,0,1,0
2009-08-18,0.0,29.28,7.5,27,0,0,0,0,0,0,0,0
2009-08-19,0.35,29.08,5.7,16,0,1,0,0,0,0,0,0
2009-08-20,0.07,28.93,12.1,23,0,1,0,0,0,0,0,0
2009-08-21,0.16,29.07,7.7,27,0,1,0,0,0,0,0,0
2009-08-22,0.0,29.31,7.8,1,0,0,0,0,0,0,0,0
2009-08-23,0.0,29.38,2.7,2,0,0,0,0,0,0,0,0
2009-08-24,0.0,29.41,3.8,21,0,0,0,0,0,0,0,0
2009-08-25,0.0,29.33,9.1,21,0,0,0,0,0,0,0,0
2009-08-26,0.93,29.36,5.2,2,0,1,0,1,0,0,0,0
2009-08-27,0.95,29.36,9.1,7,0,1,0,1,0,0,0,0
2009-08-28,0.22,29.18,3.4,2,0,1,0,1,0,0,0,0
2009-08-29,0.02,29.18,11.4,31,0,1,0,1,0,1,0,0
2009-08-30,0.0,29.44,8.2,1,0,0,0,0,0,0,0,0
2009-08-31,0.0,29.55,4.8,3,0,0,0,0,0,0,0,0
2009-09-01,0.0,29.57,3.3,4,0,0,0,0,0,0,0,0
2009-09-02,0.0,29.51,4.1,6,0,0,0,0,0,0,0,0
2009-09-03,0.0,29.42,4.7,5,0,0,0,0,0,0,0,0
2009-09-04,0.0,29.44,3.6,4,0,0,0,1,0,0,0,0
2009-09-05,0.0,29.49,4.3,4,0,0,1,1,0,0,0,0
2009-09-06,0.03,29.47,4.2,5,0,1,1,1,0,0,0,0
2009-09-07,0.0,29.39,5.8,3,0,0,0,1,0,0,0,0
2009-09-08,0.0,29.36,6.6,3,0,0,0,0,0,0,0,0
2009-09-09,0.0,29.42,6.1,6,0,0,1,1,0,0,0,0
2009-09-10,0.0,29.48,6.0,6,0,0,1,1,0,0,0,0
2009-09-11,0.0,29.44,5.1,7,0,0,0,1,0,0,0,0
2009-09-12,0.0,29.41,3.7,3,0,0,0,1,0,0,0,0
2009-09-13,0.0,29.39,1.5,7,0,0,0,1,0,0,0,0
2009-09-14,0.0,29.34,0.1,33,0,0,0,0,0,0,0,0
2009-09-15,0.0,29.36,6.2,2,0,0,0,0,0,0,0,0
2009-09-16,0.0,29.49,11.0,5,0,0,0,0,0,0,0,0
2009-09-17,0.0,29.45,3.4,5,0,0,0,0,0,0,0,0
2009-09-18,0.0,29.46,5.1,2,0,0,0,1,0,0,0,0
2009-09-19,0.0,29.48,3.2,10,0,0,0,0,0,0,0,0
2009-09-20,0.75,29.28,6.4,7,0,1,0,1,0,1,0,0
2009-09-21,0.005,29.26,3.5,23,0,0,1,1,0,1,0,0
2009-09-22,0.0,29.28,5.2,17,0,0,1,1,0,0,0,0
2009-09-23,0.0,29.42,0.6,32,0,0,0,1,0,0,0,0
2009-09-24,0.0,29.44,4.3,6,0,0,0,1,0,0,0,0
2009-09-25,0.16,29.39,5.4,11,0,1,0,1,0,1,0,0
2009-09-26,0.0,29.15,4.0,27,0,0,0,1,0,0,0,0
2009-09-27,0.08,28.84,8.2,22,0,1,0,1,1,0,1,0
2009-09-28,0.01,28.91,20.3,29,0,1,0,0,0,0,0,0
2009-09-29,0.0,29.28,9.0,33,0,0,0,0,0,0,0,0
2009-09-30,0.0,29.39,5.7,3,0,0,0,0,0,0,0,0
2009-10-01,0.89,29.13,9.1,13,0,1,0,1,0,0,0,0
2009-10-02,0.21,28.8,10.5,21,0,1,0,1,0,0,0,0
2009-10-03,0.11,29.02,6.9,26,0,1,0,1,0,1,0,0
2009-10-04,0.005,29.28,9.0,28,0,0,0,0,0,0,0,0
2009-10-05,0.0,29.29,1.8,8,0,0,0,0,0,0,0,0
2009-10-06,0.03,28.9,8.8,24,0,1,0,1,0,1,0,0
2009-10-07,0.0,29.24,9.2,26,0,0,0,0,0,0,0,0
2009-10-08,0.12,29.18,3.3,21,0,1,0,1,0,1,0,0
2009-10-09,0.46,29.21,9.4,34,0,1,0,1,0,0,0,0
2009-10-10,0.0,29.49,7.4,28,0,0,0,0,0,0,0,0
2009-10-11,0.0,29.6,1.5,33,0,0,0,0,0,0,0,0
2009-10-12,0.02,29.44,0.6,19,0,1,0,1,0,1,0,0
2009-10-13,0.0,29.6,8.5,1,0,0,0,0,0,0,0,0
2009-10-14,0.03,29.4,11.0,9,0,1,0,1,0,1,0,0
2009-10-15,0.29,29.26,8.2,6,0,1,0,1,0,1,0,0
2009-10-16,0.04,29.41,8.2,35,0,1,0,0,0,0,0,0
2009-10-17,0.005,29.57,8.0,34,0,0,0,0,0,1,0,0
2009-10-18,0.0,29.49,6.1,21,0,0,0,0,0,0,0,0
2009-10-19,0.0,29.25,11.4,21,0,0,0,0,0,0,0,0
2009-10-20,0.03,29.31,4.0,19,0,1,0,0,0,0,0,0
2009-10-21,0.005,29.25,11.4,21,0,1,0,0,0,0,0,0
2009-10-22,1.03,29.18,8.4,5,0,1,0,1,0,0,0,0
2009-10-23,0.89,28.73,6.2,18,0,1,0,1,0,1,0,0
2009-10-24,0.04,29.03,8.3,26,0,1,0,1,0,1,0,0
2009-10-25,0.27,29.26,5.5,19,0,1,0,1,0,0,0,0
2009-10-26,0.11,29.28,4.9,21,0,1,0,1,0,0,0,0
2009-10-27,0.06,29.19,4.4,5,0,1,0,1,0,0,0,0
2009-10-28,0.0,29.28,3.1,14,0,0,1,1,0,0,0,0
2009-10-29,0.6,29.21,12.5,14,0,1,1,1,0,0,0,0
2009-10-30,0.81,28.79,15.6,20,0,1,0,1,0,1,0,0
2009-10-31,0.005,29.18,11.1,26,0,0,0,0,0,0,0,0
2010-05-01,0.11,28.89,9.1,21,0,1,0,1,0,0,0,0
2010-05-02,0.93,28.9,4.4,25,0,1,0,1,0,0,0,0
2010-05-03,0.0,29.07,8.8,25,0,0,0,0,0,0,0,0
2010-05-04,0.0,29.05,13.9,21,0,0,0,0,0,0,0,0
2010-05-05,0.005,29.08,10.2,27,0,0,0,0,0,0,0,0
2010-05-06,0.01,29.27,5.7,3,0,0,0,0,0,0,1,0
2010-05-07,0.72,28.98,2.6,34,0,1,0,1,0,0,1,0
2010-05-08,0.02,29.36,14.5,30,0,1,0,0,0,0,0,0
2010-05-09,0.0,29.59,2.5,35,0,0,0,0,0,0,0,0
2010-05-10,0.005,29.47,13.5,11,0,1,0,0,0,0,0,0
2010-05-11,0.97,29.16,5.6,9,0,1,0,1,0,1,0,0
2010-05-12,0.12,29.36,8.9,6,0,1,0,1,1,0,1,0
2010-05-13,1.49,29.23,4.8,25,0,1,0,1,0,0,1,0
2010-05-14,0.0,29.46,10.9,26,0,0,0,0,0,0,0,0
2010-05-15,0.0,29.53,4.1,4,0,0,0,0,0,0,0,0
2010-05-16,0.0,29.44,9.7,5,0,0,0,0,0,0,0,0
2010-05-17,0.01,29.29,9.6,3,0,1,0,0,0,0,0,0
2010-05-18,0.0,29.26,9.1,3,0,0,0,0,0,0,0,0
2010-05-19,0.0,29.31,5.7,4,0,0,0,0,0,0,0,0
2010-05-20,0.05,29.29,6.8,13,0,1,0,0,0,0,0,0
2010-05-21,0.21,29.15,4.6,10,0,1,1,1,0,1,0,0
2010-05-22,0.0,29.23,3.4,12,0,0,1,1,0,0,0,0
2010-05-23,0.0,29.26,9.8,18,0,0,0,0,0,0,0,0
2010-05-24,0.0,29.33,6.6,14,0,0,0,0,0,0,0,0
2010-05-25,0.0,29.33,5.1,13,0,0,0,0,0,0,0,0
2010-05-26,0.005,29.29,3.1,3,0,0,0,0,0,0,0,0
2010-05-27,0.0,29.31,10.4,3,0,0,0,0,0,0,0,0
2010-05-28,0.0,29.28,7.8,3,0,0,0,0,0,0,0,0
2010-05-29,0.0,29.23,5.0,5,0,0,0,0,0,0,0,0
2010-05-30,0.0,29.16,4.6,18,0,0,0,0,0,0,0,0
2010-05-31,0.26,29.15,0.6,24,0,1,0,1,0,0,1,0
2010-06-01,0.0,29.1,5.1,19,0,0,1,1,0,0,0,0
2010-06-02,1.02,29.0,3.6,34,0,1,0,1,0,0,1,0
2010-06-03,0.0,29.1,6.7,4,0,0,0,0,0,0,0,0
2010-06-04,0.0,29.0,7.8,22,0,0,0,0,0,0,0,0
2010-06-05,0.15,28.95,5.0,23,0,1,0,1,0,0,0,0
2010-06-06,0.005,29.16,9.2,32,0,1,0,0,0,0,0,0
2010-06-07,0.0,29.34,6.4,8,0,0,0,0,0,0,0,0
2010-06-08,0.45,29.22,8.8,13,0,1,0,1,0,0,0,0
2010-06-09,0.0,29.13,10.2,28,0,0,0,1,0,0,0,0
2010-06-10,0.0,29.26,4.8,7,0,0,0,0,0,0,0,0
2010-06-11,0.02,29.18,8.8,19,0,1,0,0,0,0,0,1
2010-06-12,0.34,29.25,3.9,4,0,1,0,1,0,0,1,0
2010-06-13,0.25,29.26,3.5,9,0,1,0,1,0,0,0,0
2010-06-14,0.005,29.23,6.2,4,0,1,0,1,0,0,0,0
2010-06-15,0.59,29.16,2.2,19,0,1,0,1,0,0,0,0
2010-06-16,0.0,29.28,5.9,28,0,0,0,0,0,0,0,0
2010-06-17,0.0,29.3,5.8,14,0,0,0,0,0,0,0,0
2010-06-18,0.87,29.18,6.8,21,0,0,0,1,0,0,1,0
2010-06-19,0.0,29.24,9.8,28,0,0,0,0,0,0,0,0
2010-06-20,0.005,29.34,3.8,8,0,0,0,0,0,0,0,0
2010-06-21,0.22,29.26,5.6,16,0,0,0,1,0,0,1,0
2010-06-22,0.0,29.28,5.9,23,0,0,0,0,0,0,0,0
2010-06-23,0.87,29.16,10.2,22,0,1,0,1,0,0,1,1
2010-06-24,0.0,29.33,5.4,32,0,0,0,0,0,0,0,0
2010-06-25,0.0,29.28,6.4,20,0,0,0,0,0,0,0,0
2010-06-26,0.85,29.1,1.0,11,0,0,0,0,0,0,1,1
2010-06-27,0.54,28.9,7.4,24,0,0,0,0,0,0,0,0
2010-06-28,0.0,29.08,9.4,31,0,0,0,0,0,0,0,0
2010-06-29,0.0,29.41,6.2,4,0,0,0,0,0,0,0,0
2010-06-30,0.0,29.54,3.7,4,0,0,0,0,0,0,0,0
2010-07-01,0.0,29.59,5.0,9,0,0,0,0,0,0,0,0
2010-07-02,0.0,29.47,7.9,19,0,0,0,0,0,0,0,0
2010-07-03,0.0,29.31,8.5,20,0,0,0,0,0,0,0,0
2010-07-04,0.0,29.2,10.2,22,0,0,0,0,0,0,0,0
2010-07-05,0.0,29.2,15.0,20,0,0,0,0,0,0,0,0
2010-07-06,0.37,29.26,8.4,22,0,1,0,0,0,0,1,0
2010-07-07,0.2,29.34,3.5,23,0,0,0,1,0,0,0,0
2010-07-08,0.16,29.27,2.7,32,0,1,0,1,0,0,1,0
2010-07-09,0.005,29.26,6.3,36,0,0,0,0,0,0,0,0
2010-07-10,0.0,29.23,6.3,28,0,0,0,0,0,0,0,0
2010-07-11,0.79,29.08,5.6,23,0,1,0,1,0,0,1,0
2010-07-12,0.005,29.05,1.7,35,0,0,0,1,0,0,0,0
2010-07-13,0.17,29.18,5.4,10,0,0,0,0,0,0,0,0
2010-07-14,0.0,29.25,9.2,17,0,0,0,1,0,0,0,0
2010-07-15,0.01,29.21,7.0,27,0,0,0,0,0,0,0,0
2010-07-16,0.0,29.23,7.4,25,0,0,0,0,0,0,0,0
2010-07-17,0.0,29.18,5.6,28,0,0,0,0,0,0,0,0
2010-07-18,0.01,29.1,7.0,25,0,0,0,0,0,0,0,0
2010-07-19,0.01,29.18,2.3,24,0,1,0,0,0,0,0,0
2010-07-20,0.005,29.21,5.4,23,0,0,0,0,0,0,0,0
2010-07-21,0.0,29.29,4.7,31,0,0,0,0,0,0,0,0
2010-07-22,0.01,29.16,10.8,20,0,0,0,0,0,0,0,0
2010-07-23,2.79,29.15,11.2,24,0,1,0,1,0,0,1,1
2010-07-24,3.64,29.16,2.6,28,0,1,0,1,0,0,1,0
2010-07-25,0.0,29.36,8.7,2,0,0,0,0,0,0,0,0
2010-07-26,0.0,29.38,4.5,12,0,0,0,0,0,0,0,0
2010-07-27,0.0,29.28,5.6,21,0,0,0,0,0,0,0,0
2010-07-28,0.0,29.24,6.8,28,0,0,0,1,0,0,0,0
2010-07-29,0.0,29.36,6.0,5,0,0,0,0,0,0,0,0
2010-07-30,0.005,29.25,5.5,17,0,1,0,0,0,0,0,0
2010-07-31,0.68,29.14,3.6,13,0,1,0,1,0,0,1,1
2010-08-01,0.0,29.23,2.4,13,0,0,1,1,0,0,0,0
2010-08-02,0.005,29.26,6.3,21,0,1,0,1,0,0,0,0
2010-08-03,0.28,29.2,2.6,21,0,1,0,1,0,0,1,0
2010-08-04,0.48,29.15,4.1,27,0,1,0,1,0,0,1,0
2010-08-05,0.0,29.13,10.6,29,0,0,0,0,0,0,0,0
2010-08-06,0.0,29.22,6.3,29,0,0,0,0,0,0,0,0
2010-08-07,0.0,29.2,7.6,23,0,0,0,0,0,0,0,0
2010-08-08,0.08,29.13,9.3,22,0,1,0,1,0,0,0,0
2010-08-09,0.15,29.2,4.1,24,0,0,0,0,0,0,0,1
2010-08-10,0.0,29.23,4.4,7,0,0,0,0,0,0,0,0
2010-08-11,0.0,29.13,4.2,28,0,0,0,1,0,0,0,0
2010-08-12,0.0,29.13,3.3,10,0,0,0,0,0,0,0,0
2010-08-13,0.25,29.07,7.2,18,0,0,0,1,0,0,0,1
2010-08-14,0.005,29.11,3.6,25,0,0,0,0,0,0,0,0
2010-08-15,0.0,29.21,8.1,29,0,0,0,0,0,0,0,0
2010-08-16,0.0,29.31,8.6,28,0,0,0,0,0,0,0,0
2010-08-17,0.03,29.36,4.5,30,0,1,0,0,0,0,0,0
2010-08-18,0.05,29.29,1.5,20,0,1,0,0,0,0,0,0
2010-08-19,0.0,29.18,4.6,21,0,0,0,0,0,0,0,0
2010-08-20,0.03,29.11,10.5,19,0,1,0,0,0,0,0,0
2010-08-21,0.45,29.13,2.6,33,0,1,0,1,0,0,0,0
2010-08-22,0.0,29.35,7.9,3,0,0,0,0,0,0,0,0
2010-08-23,0.0,29.34,6.0,4,0,0,0,0,0,0,0,0
2010-08-24,0.005,29.29,1.2,4,0,0,0,0,0,0,0,0
2010-08-25,0.0,29.38,9.8,32,0,0,0,0,0,0,0,0
2010-08-26,0.0,29.44,0.8,6,0,0,0,0,0,0,0,0
2010-08-27,0.0,29.39,8.6,21,0,0,0,0,0,0,0,0
2010-08-28,0.0,29.36,10.5,19,0,0,0,0,0,0,0,0
2010-08-29,0.0,29.39,10.6,19,0,0,0,0,0,0,0,0
2010-08-30,0.0,29.39,14.1,19,0,0,0,0,0,0,0,0
2010-08-31,0.0,29.28,14.7,20,0,0,0,0,0,0,0,0
2010-09-01,0.17,29.21,6.2,23,0,1,0,0,0,0,0,0
2010-09-02,1.55,29.09,5.6,21,0,1,0,1,0,0,0,0
2010-09-03,0.005,29.11,15.3,28,0,0,0,0,0,0,0,0
2010-09-04,0.005,29.25,11.3,29,0,0,0,0,0,0,0,0
2010-09-05,0.005,29.21,7.9,20,0,1,0,0,0,0,0,0
2010-09-06,0.005,29.12,14.2,20,0,0,0,0,0,0,0,0
2010-09-07,0.0,29.21,17.4,25,0,0,0,0,0,0,0,0
2010-09-08,0.0,29.39,3.9,32,0,0,0,0,0,0,0,0
2010-09-09,0.0,29.36,5.7,3,0,0,0,0,0,0,0,0
2010-09-10,0.0,29.24,8.3,9,0,0,0,0,0,0,0,0
2010-09-11,0.24,29.15,1.9,24,0,1,0,1,0,0,0,0
2010-09-12,0.0,29.29,7.5,26,0,0,0,0,0,0,0,0
2010-09-13,0.0,29.29,4.9,31,0,0,0,0,0,0,0,0
2010-09-14,0.0,29.38,3.8,5,0,0,0,0,0,0,0,0
2010-09-15,0.005,29.25,7.6,12,0,0,0,0,0,0,0,0
2010-09-16,0.16,29.19,6.6,33,0,1,0,0,0,0,0,0
2010-09-17,0.0,29.36,3.8,19,0,0,0,0,0,0,0,0
2010-09-18,0.35,29.42,3.9,3,0,0,0,1,0,0,1,0
2010-09-19,0.005,29.46,7.1,4,0,1,0,0,0,0,0,0
2010-09-20,0.005,29.29,4.5,12,0,0,0,0,0,0,0,0
2010-09-21,0.05,29.16,10.8,22,0,1,0,0,0,0,1,0
2010-09-22,0.0,29.31,2.8,6,0,0,0,0,0,0,0,0
2010-09-23,0.0,29.15,16.6,20,0,0,0,0,0,0,0,0
2010-09-24,0.26,29.18,15.6,25,0,1,0,1,0,0,0,0
2010-09-25,0.0,29.4,6.8,36,0,0,0,0,0,0,0,0
2010-09-26,0.005,29.4,9.5,2,0,1,0,0,0,0,0,0
2010-09-27,0.0,29.18,1.4,2,0,0,0,0,0,0,0,0
2010-09-28,0.0,29.07,2.5,2,0,0,0,0,0,0,0,0
2010-09-29,0.0,29.09,5.4,22,0,0,0,0,0,0,0,0
2010-09-30,0.0,29.23,8.3,36,0,0,0,0,0,0,0,0
2010-10-01,0.08,29.31,4.2,29,0,1,0,1,0,0,0,0
2010-10-02,0.26,29.47,15.2,36,0,1,0,0,0,0,0,0
2010-10-03,0.08,29.64,10.3,1,0,1,0,0,0,0,0,0
2010-10-04,0.0,29.65,2.4,2,0,0,0,0,0,0,0,0
2010-10-05,0.0,29.59,1.3,32,0,0,0,0,0,0,0,0
2010-10-06,0.0,29.33,7.0,28,0,0,0,0,0,0,0,0
2010-10-07,0.0,29.36,5.8,30,0,0,0,0,0,0,0,0
2010-10-08,0.0,29.31,7.0,24,0,0,0,0,0,0,0,0
2010-10-09,0.0,29.25,2.5,24,0,0,0,0,0,0,0,0
2010-10-10,0.0,29.16,4.0,25,0,0,0,0,0,0,0,0
2010-10-11,0.0,29.12,2.2,3,0,0,0,0,0,0,0,0
2010-10-12,0.0,29.21,3.3,6,0,0,0,0,0,0,0,0
2010-10-13,0.1,29.35,7.2,35,0,1,0,0,0,0,1,0
2010-10-14,0.0,29.21,7.2,27,0,0,0,0,0,0,0,0
2010-10-15,0.0,29.34,6.4,1,0,0,0,0,0,0,0,0
2010-10-16,0.0,29.31,8.0,23,0,0,0,1,0,0,0,0
2010-10-17,0.0,29.35,3.7,1,0,0,0,0,0,0,0,0
2010-10-18,0.0,29.29,5.0,4,0,0,0,0,0,0,0,0
2010-10-19,0.0,29.23,6.1,27,0,0,0,0,0,0,0,0
2010-10-20,0.005,29.03,10.2,26,0,0,0,0,0,0,0,0
2010-10-21,0.0,29.25,9.4,30,0,0,0,0,0,0,0,0
2010-10-22,0.02,29.34,5.8,21,0,0,0,0,0,0,0,0
2010-10-23,0.1,29.2,10.0,21,0,1,0,1,0,0,0,0
2010-10-24,0.05,28.98,8.4,21,0,1,0,1,0,0,0,0
2010-10-25,0.0,28.74,11.6,19,0,0,0,1,0,0,0,0
2010-10-26,0.24,28.55,24.1,21,0,1,0,1,0,0,0,0
2010-10-27,0.0,28.92,21.8,24,0,0,0,0,0,0,0,0
2010-10-28,0.005,29.43,13.7,28,0,0,0,0,0,0,0,0
2010-10-29,0.0,29.48,6.2,24,0,0,0,0,0,0,0,0
2010-10-30,0.0,29.14,6.5,25,0,0,0,0,0,0,0,0
2010-10-31,0.0,29.49,5.8,1,0,0,0,0,0,0,0,0
2011-05-01,0.0,29.26,11.4,26,0,0,0,0,0,0,0,0
2011-05-02,0.0,29.46,5.3,36,0,0,0,0,0,0,0,0
2011-05-03,0.005,29.5,6.7,3,0,1,0,0,0,0,0,0
2011-05-04,0.0,29.63,4.6,3,0,0,0,0,0,0,0,0
2011-05-05,0.06,29.33,10.9,20,0,1,0,1,0,0,0,0
2011-05-06,0.005,29.11,6.8,28,0,1,0,0,0,0,0,0
2011-05-07,0.005,29.13,5.1,5,0,0,0,0,0,0,0,0
2011-05-08,0.0,29.27,6.6,6,0,0,0,0,0,0,0,0
2011-05-09,0.005,29.15,14.3,11,0,1,0,0,0,0,0,0
2011-05-10,0.0,29.0,6.2,14,0,0,0,0,0,0,0,0
2011-05-11,0.13,29.1,3.5,14,0,0,1,1,0,0,1,1
2011-05-12,0.29,29.08,5.6,19,0,0,0,1,0,0,1,1
2011-05-13,0.02,29.0,10.1,3,0,1,0,1,0,0,0,0
2011-05-14,0.31,29.01,16.7,2,0,1,0,1,0,0,0,0
2011-05-15,0.31,29.15,21.4,2,0,1,0,1,0,0,0,0
