,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,geometry,spray
2426,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2427,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2428,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2429,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2430,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2431,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2432,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2433,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2434,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2435,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,1.0,POINT (-87.599862 41.673408),no_spray
2436,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2437,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,4.0,CULEX PIPIENS, S DOTY AVE,,T115,1.0,POINT (-87.599862 41.673408),no_spray
2438,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,1.0,POINT (-87.599862 41.673408),no_spray
2439,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2440,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2441,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2442,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,1.0,POINT (-87.599862 41.673408),no_spray
2443,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2444,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2007-08-22,41.6734,-87.5999,50.0,CULEX PIPIENS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
2445,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,6.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2446,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2447,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,13.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2448,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2449,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2450,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2451,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2452,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2453,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2454,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2455,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2456,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2457,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2458,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2459,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2460,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2461,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2462,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2463,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,1.0,POINT (-87.585413 41.726465),no_spray
2464,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,41.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2465,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2466,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2467,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2468,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,50.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2469,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,13.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2470,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2007-08-22,41.7265,-87.5854,1.0,CULEX TERRITANS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
2471,"South Torrence Avenue, Chicago, IL, USA",5.0,"1300  S TORRENCE AVE, Chicago, IL",13.0,2007-08-22,41.6786,-87.5593,28.0,CULEX PIPIENS/RESTUANS, S TORRENCE AVE,,T200,0.0,POINT (-87.559308 41.678618),no_spray
2472,"South Torrence Avenue, Chicago, IL, USA",5.0,"1300  S TORRENCE AVE, Chicago, IL",13.0,2007-08-22,41.6786,-87.5593,13.0,CULEX PIPIENS/RESTUANS, S TORRENCE AVE,,T200,0.0,POINT (-87.559308 41.678618),no_spray
2473,"South Torrence Avenue, Chicago, IL, USA",5.0,"1300  S TORRENCE AVE, Chicago, IL",13.0,2007-08-22,41.6786,-87.5593,5.0,CULEX PIPIENS, S TORRENCE AVE,,T200,0.0,POINT (-87.559308 41.678618),no_spray
2474,"South Torrence Avenue, Chicago, IL, USA",5.0,"1300  S TORRENCE AVE, Chicago, IL",13.0,2007-08-22,41.6786,-87.5593,47.0,CULEX PIPIENS, S TORRENCE AVE,,T200,1.0,POINT (-87.559308 41.678618),no_spray
2475,"South Mackinaw Avenue, Chicago, IL 60617, USA",5.0,"1300  S MACKINAW, Chicago, IL",13.0,2007-08-22,41.7371,-87.5431,1.0,CULEX PIPIENS/RESTUANS, S MACKINAW,,T206,0.0,POINT (-87.54306700000001 41.737052),no_spray
2476,"South Mackinaw Avenue, Chicago, IL 60617, USA",5.0,"1300  S MACKINAW, Chicago, IL",13.0,2007-08-22,41.7371,-87.5431,4.0,CULEX PIPIENS, S MACKINAW,,T206,0.0,POINT (-87.54306700000001 41.737052),no_spray
2477,"South Brandon Avenue, Chicago, IL 60617, USA",5.0,"1300  S BRANDON, Chicago, IL",13.0,2007-08-22,41.7406,-87.5466,26.0,CULEX PIPIENS/RESTUANS, S BRANDON,,T209,0.0,POINT (-87.546587 41.740641),no_spray
2478,"South Brandon Avenue, Chicago, IL 60617, USA",5.0,"1300  S BRANDON, Chicago, IL",13.0,2007-08-22,41.7406,-87.5466,25.0,CULEX PIPIENS, S BRANDON,,T209,1.0,POINT (-87.546587 41.740641),no_spray
2479,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2007-08-22,41.6809,-87.5352,17.0,CULEX PIPIENS/RESTUANS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
2480,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2007-08-22,41.6809,-87.5352,50.0,CULEX PIPIENS/RESTUANS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
2481,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2007-08-22,41.6809,-87.5352,1.0,CULEX RESTUANS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
2482,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2007-08-22,41.6809,-87.5352,42.0,CULEX PIPIENS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
2483,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2007-08-22,41.6809,-87.5352,2.0,CULEX SALINARIUS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
2484,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2007-08-22,41.6809,-87.5352,2.0,CULEX TERRITANS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
2485,"3800 East 115th Street, Chicago, IL 60617, USA",8.0,"3800  E 115TH ST, Chicago, IL",38.0,2007-08-22,41.6864,-87.5316,22.0,CULEX PIPIENS/RESTUANS, E 115TH ST,,T215,1.0,POINT (-87.53163499999999 41.686398),no_spray
2486,"3800 East 115th Street, Chicago, IL 60617, USA",8.0,"3800  E 115TH ST, Chicago, IL",38.0,2007-08-22,41.6864,-87.5316,12.0,CULEX PIPIENS, E 115TH ST,,T215,0.0,POINT (-87.53163499999999 41.686398),no_spray
2487,"3800 East 115th Street, Chicago, IL 60617, USA",8.0,"3800  E 115TH ST, Chicago, IL",38.0,2007-08-22,41.6864,-87.5316,2.0,CULEX TERRITANS, E 115TH ST,,T215,0.0,POINT (-87.53163499999999 41.686398),no_spray
2488,"East 91st Street, Chicago, IL, USA",5.0,"8100  E 91ST ST, Chicago, IL",81.0,2007-08-22,41.7297,-87.5827,3.0,CULEX PIPIENS/RESTUANS, E 91ST ST,,T107,1.0,POINT (-87.58269900000001 41.729669),no_spray
2489,"East 91st Street, Chicago, IL, USA",5.0,"8100  E 91ST ST, Chicago, IL",81.0,2007-08-22,41.7297,-87.5827,4.0,CULEX PIPIENS, E 91ST ST,,T107,0.0,POINT (-87.58269900000001 41.729669),no_spray
2490,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,50.0,CULEX PIPIENS/RESTUANS, E 105TH ST,,T128,1.0,POINT (-87.56566600000001 41.704572),no_spray
2491,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,50.0,CULEX PIPIENS/RESTUANS, E 105TH ST,,T128,1.0,POINT (-87.56566600000001 41.704572),no_spray
2492,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,21.0,CULEX PIPIENS/RESTUANS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
2493,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,50.0,CULEX PIPIENS, E 105TH ST,,T128,1.0,POINT (-87.56566600000001 41.704572),no_spray
2494,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,17.0,CULEX PIPIENS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
2495,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,50.0,CULEX PIPIENS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
2496,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,50.0,CULEX PIPIENS, E 105TH ST,,T128,1.0,POINT (-87.56566600000001 41.704572),no_spray
2497,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2007-08-22,41.7046,-87.5657,50.0,CULEX PIPIENS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
2498,"East 138th Street, Riverdale, IL 60827, USA",5.0,"8200  E 138TH ST, Chicago, IL",82.0,2007-08-22,41.6446,-87.6045,10.0,CULEX PIPIENS/RESTUANS, E 138TH ST,,T097,1.0,POINT (-87.60449799999999 41.644612),no_spray
2499,"East 138th Street, Riverdale, IL 60827, USA",5.0,"8200  E 138TH ST, Chicago, IL",82.0,2007-08-22,41.6446,-87.6045,2.0,CULEX PIPIENS, E 138TH ST,,T097,0.0,POINT (-87.60449799999999 41.644612),no_spray
2500,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",8.0,"8900  S MUSKEGON AVE, Chicago, IL",89.0,2007-08-22,41.7336,-87.5555,3.0,CULEX PIPIENS/RESTUANS, S MUSKEGON AVE,,T099,0.0,POINT (-87.55551 41.733643),no_spray
2501,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",8.0,"8900  S MUSKEGON AVE, Chicago, IL",89.0,2007-08-22,41.7336,-87.5555,2.0,CULEX PIPIENS, S MUSKEGON AVE,,T099,0.0,POINT (-87.55551 41.733643),no_spray
2502,"9800 South Avenue G, Chicago, IL 60617, USA",8.0,"9800  S AVENUE G, Chicago, IL",98.0,2007-08-22,41.7178,-87.5317,18.0,CULEX PIPIENS/RESTUANS, S AVENUE G,,T100,0.0,POINT (-87.531657 41.717753),no_spray
2503,"9800 South Avenue G, Chicago, IL 60617, USA",8.0,"9800  S AVENUE G, Chicago, IL",98.0,2007-08-22,41.7178,-87.5317,22.0,CULEX PIPIENS, S AVENUE G,,T100,0.0,POINT (-87.531657 41.717753),no_spray
2504,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2007-08-22,41.7505,-87.6053,9.0,CULEX PIPIENS/RESTUANS, S COTTAGE GROVE,,T102,0.0,POINT (-87.605294 41.750498),no_spray
2505,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2007-08-22,41.7505,-87.6053,1.0,CULEX RESTUANS, S COTTAGE GROVE,,T102,0.0,POINT (-87.605294 41.750498),no_spray
2506,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2007-08-22,41.7505,-87.6053,3.0,CULEX PIPIENS, S COTTAGE GROVE,,T102,0.0,POINT (-87.605294 41.750498),no_spray
2507,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS/RESTUANS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2508,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,30.0,CULEX PIPIENS/RESTUANS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2509,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS/RESTUANS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2510,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS/RESTUANS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2511,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS/RESTUANS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2512,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2513,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2514,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2515,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,50.0,CULEX PIPIENS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2516,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,9.0,CULEX PIPIENS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2517,"South Avenue L, Chicago, IL 60617, USA",5.0,"1100  S AVENUE L, Chicago, IL",11.0,2007-08-22,41.7027,-87.5365,2.0,CULEX TERRITANS, S AVENUE L,,T103,0.0,POINT (-87.536497 41.702724),no_spray
2518,"4000 East 130th Street, Chicago, IL 60633, USA",8.0,"4000  E 130TH ST, Chicago, IL",40.0,2007-08-22,41.6591,-87.5387,2.0,CULEX PIPIENS/RESTUANS, E 130TH ST,,T221,0.0,POINT (-87.53869300000001 41.659112),no_spray
2519,"4000 East 130th Street, Chicago, IL 60633, USA",8.0,"4000  E 130TH ST, Chicago, IL",40.0,2007-08-22,41.6591,-87.5387,25.0,CULEX PIPIENS, E 130TH ST,,T221,1.0,POINT (-87.53869300000001 41.659112),no_spray
2520,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-08-24,41.9547,-87.801,27.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T002,1.0,POINT (-87.800991 41.95469),no_spray
2521,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",9.0,"4100  N OAK PARK AVE, Chicago, IL",41.0,2007-08-24,41.9547,-87.801,35.0,CULEX PIPIENS, N OAK PARK AVE,,T002,0.0,POINT (-87.800991 41.95469),no_spray
2522,"6200 North Mandell Avenue, Chicago, IL 60646, USA",9.0,"6200  N MANDELL AVE, Chicago, IL",62.0,2007-08-24,41.995,-87.7693,3.0,CULEX PIPIENS, N MANDELL AVE,,T007,0.0,POINT (-87.769279 41.994991),no_spray
2523,"7900 West Foster Avenue, Chicago, IL 60656, USA",8.0,"7900  W FOSTER AVE, Chicago, IL",79.0,2007-08-24,41.9741,-87.8248,2.0,CULEX PIPIENS, W FOSTER AVE,,T015,0.0,POINT (-87.82481199999999 41.974089),no_spray
2524,"1500 West Webster Avenue, Chicago, IL 60614, USA",8.0,"1500  W WEBSTER AVE, Chicago, IL",15.0,2007-08-24,41.9216,-87.6665,2.0,CULEX PIPIENS/RESTUANS, W WEBSTER AVE,,T045,0.0,POINT (-87.666455 41.9216),no_spray
2525,"1500 West Webster Avenue, Chicago, IL 60614, USA",8.0,"1500  W WEBSTER AVE, Chicago, IL",15.0,2007-08-24,41.9216,-87.6665,2.0,CULEX RESTUANS, W WEBSTER AVE,,T045,0.0,POINT (-87.666455 41.9216),no_spray
2526,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-08-24,41.8911,-87.6545,2.0,CULEX PIPIENS/RESTUANS, W GRAND AVE,,T046,0.0,POINT (-87.65449100000001 41.891118),no_spray
2527,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-08-24,41.8911,-87.6545,1.0,CULEX RESTUANS, W GRAND AVE,,T046,0.0,POINT (-87.65449100000001 41.891118),no_spray
2528,"2500 West Grand Avenue, Chicago, IL 60654, USA",8.0,"2500  W GRAND AVE, Chicago, IL",25.0,2007-08-24,41.8911,-87.6545,8.0,CULEX PIPIENS, W GRAND AVE,,T046,0.0,POINT (-87.65449100000001 41.891118),no_spray
2529,"1100 Roosevelt Road, Chicago, IL 60608, USA",8.0,"1100  W ROOSEVELT, Chicago, IL",11.0,2007-08-24,41.8671,-87.6542,6.0,CULEX PIPIENS/RESTUANS, W ROOSEVELT,,T048,0.0,POINT (-87.654224 41.867108),no_spray
2530,"1100 Roosevelt Road, Chicago, IL 60608, USA",8.0,"1100  W ROOSEVELT, Chicago, IL",11.0,2007-08-24,41.8671,-87.6542,4.0,CULEX PIPIENS, W ROOSEVELT,,T048,0.0,POINT (-87.654224 41.867108),no_spray
2531,"1100 West Chicago Avenue, Chicago, IL 60642, USA",8.0,"1100  W CHICAGO, Chicago, IL",11.0,2007-08-24,41.8963,-87.6552,10.0,CULEX PIPIENS/RESTUANS, W CHICAGO,,T049,0.0,POINT (-87.655232 41.896282),no_spray
2532,"1100 West Chicago Avenue, Chicago, IL 60642, USA",8.0,"1100  W CHICAGO, Chicago, IL",11.0,2007-08-24,41.8963,-87.6552,5.0,CULEX PIPIENS, W CHICAGO,,T049,0.0,POINT (-87.655232 41.896282),no_spray
